曲名,サムネ用リンク,MVリンク,フル尺リンク,MV公開,3Dリンク,3Dリンク2,公開日,ユニット,歌唱,歌唱2,歌唱3,男女,外部,箱内カバー,全体曲,ライバー自身が制作（作曲・イラスト等）,備考,備考2,備考3,備考4,踊ろう！,振付リンク,振付リンク2,オンラインライブ等で披露済,カラオケ（DAM）,カラオケ（JOYSOUND）,フィジカルCDリリース,デジタルリリース,サブスクリンク,独特なコーレス,3D配信リンク2,3D配信リンク3,メモ2,Shortsリンク,その他リンク,その他2,その他3,説明1,メモ3,BPM,疾走感,しっとり・チル,盛り上がる,熱い・パワフル,ワイルド・攻撃的,明るい・キラキラ,ハッピー・ポジティブ,ポップな,可愛い,爽やか,透明感,セクシー・色気がある,クール・かっこいい,オシャレ・スタイリッシュ,シリアス・ダーク,アンニュイ・ネガティブ,神秘的・幻想的,壮大・ドラマチック,切ない・ノスタルジック,温かい・優しい,エモーショナル,クセが強い・ユニーク,個数,25↑,最大値,平均,確認用,
Fam☆Fam☆Time!,https://youtu.be/RfLg_gcLVv4?si=MB6xf7Ke1MoLr1zl,https://youtu.be/RfLg_gcLVv4?si=MB6xf7Ke1MoLr1zl,,TRUE,https://youtu.be/EQ74sF2fUlY?si=4_Mui73j4hqyOuSY,,2019/09/21,ド葛本社,ドーラ、葛葉、本間ひまわり、社築,,,男女混合,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/vYcZ4u5E?lang=ja,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨツバフォエバ,https://youtu.be/Ih7Koilcl7k?si=VOWWSyXPk6xjtm84,https://youtu.be/Ih7Koilcl7k?si=VOWWSyXPk6xjtm84,,TRUE,,,2021/02/27,ド葛本社,ドーラ、葛葉、本間ひまわり、社築,,,男女混合,FALSE,FALSE,FALSE,TRUE,一部イラスト：ドーラ,,,,FALSE,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/mU20zsAb,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackFlagBreaker!!,https://youtu.be/gWfbBBkHHKE?si=G0ewGIcE1Bh_sMJ8,https://youtu.be/gWfbBBkHHKE?si=G0ewGIcE1Bh_sMJ8,,TRUE,,,2022/06/05,,社築,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/XnA2qmN0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【Cover】Wonder NeverLand（by SEEDs1期生）,https://youtu.be/SoCaJiMyFXg?si=0tV8MkPwxwpbJ-0O,https://youtu.be/SoCaJiMyFXg?si=0tV8MkPwxwpbJ-0O,,FALSE,,,2022/06/11,SEEDs1期生,安土桃、卯月コウ、シスター・クレア、鈴木勝、ドーラ、轟京子、花畑チャイカ、社築、緑仙,,,男女混合,FALSE,TRUE,FALSE,FALSE,,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゲーム・ボーイ・アワー,https://youtu.be/IpAIsmRDZd4?si=V7NF1_MQ3_mRgjy2,https://youtu.be/IpAIsmRDZd4?si=V7NF1_MQ3_mRgjy2,,TRUE,,,2023/06/15,,社築,コーラス：緑仙、花畑チャイカ、加賀美ハヤト、フレン・E・ルスタリオ、リゼ・ヘルエスタ、戌亥とこ、シェリン・バーガンディ、笹木咲,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,FALSE,FALSE,TRUE,https://linkco.re/H9qXBNYB,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day to day,https://youtu.be/JKzVh2nmPyU?si=AUYkwiL4iid6YVbH,,,FALSE,,,2024/02/07,,社築,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,https://linktr.ee/nijisanji_music,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
overcome,https://youtu.be/Rgx1-ihcwLE?si=Kr40ENxmgbKRok7k,,,FALSE,,,2024/02/07,,社築,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,https://linktr.ee/nijisanji_music,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISK-TOP-FANTASY!,https://youtu.be/zkZTNp6PdWo?si=gsoDR7GJx6F6vVpJ,https://youtu.be/zkZTNp6PdWo?si=gsoDR7GJx6F6vVpJ,,TRUE,,,2025/11/28,,社築,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riot in the System feat. 社築,https://youtu.be/zTJMKh5XVz8?si=7zhapet_km8OMGOa,https://youtu.be/zTJMKh5XVz8?si=7zhapet_km8OMGOa,,TRUE,,,2026/04/10,,社築,,,男性ソロ,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/reNF4TF7,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy... Good day! (feat. ド葛本社),https://youtu.be/ArcQwJ49X1A?si=Xcl26DdYj3tz74dc,,,FALSE,,,2021/01/04,ド葛本社,ドーラ、葛葉、本間ひまわり、社築,,,男女混合,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/5NxuxBCD,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
くっきんどりーみんらんど,https://youtu.be/v5ebL2NFJU0?si=J8B8OaLaVskSZA_Z,https://youtu.be/v5ebL2NFJU0?si=J8B8OaLaVskSZA_Z,,TRUE,,,2024/08/16,Speciale,七瀬すず菜、早乙女ベリー、雲母たまこ、酒寄颯馬、渚トラウト,,,男女混合,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00161255,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
はっぴーでぃっぷまじっく！！,https://youtu.be/C0i5BG7rBnU?si=X0Fu6sWvngvCaK4L,https://youtu.be/C0i5BG7rBnU?si=X0Fu6sWvngvCaK4L,,TRUE,,,2025/08/13,Speciale,七瀬すず菜、早乙女ベリー、雲母たまこ、酒寄颯馬、渚トラウト,,,男女混合,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,TRUE,FALSE,TRUE,https://nijisanjirecords.lnk.to/speciale_happydipmagic,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミルクティー,https://youtu.be/uqQLrla5pDI?si=qPCvfEcsqDa2UBaW,https://youtu.be/uqQLrla5pDI?si=qPCvfEcsqDa2UBaW,,TRUE,,,2019/02/15,,あくまのゴート、朝霞しお、飛鳥ひな、家庭用ロボアイゼン、黒井しば、さくらみこ、ジョー・力一、白上フブキ、白鷺ネクロ、でびでび・でびる、夏色まつり、ぴろぱる、町田ちま、皆守ひいろ、夢追翔、レンチ,,,男女混合,TRUE,FALSE,FALSE,TRUE,イラスト・ムービー：黒井しば,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サブリミナル・シンクロニシティ,https://youtu.be/c5qCvSOB2Fg?si=fQ9L19U0FpdnFE86,,https://youtu.be/ZEhu4NVh2xs?si=6CAAiJCwoT5nEH_w,FALSE,,,2019/11/27,グリーンルージュ,花畑チャイカ、ジョー・力一,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,アルバム：にじさんじMusic MIX UP!!,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dive with me!!!,https://youtu.be/N7UYzIQp_8I?si=zYfvkxNiePF2ZPhA,,https://youtu.be/X15KQNrxEmU?si=DZoTGdDF3KvNqCNv,FALSE,,,2019/11/27,JK組,月ノ美兎、静凛、樋口楓,,,女性ユニット,FALSE,FALSE,FALSE,TRUE,作詞：JK組、岩倉みなみ,アルバム：にじさんじMusic MIX UP!!,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I’m gonna be OK,https://youtu.be/JqwoZOnxalk?si=yjkTA-ME14uuLedB,,https://youtu.be/b1L3wxlNofk?si=ZGcBcc9-7QxLWxjx,FALSE,,,2019/11/27,咎ノワール,伏見ガク、剣持刀也、葛葉、叶,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,アルバム：にじさんじMusic MIX UP!!,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
メラメラハート,https://youtu.be/1XM1bSDefkM?si=FuYeqPlfdJgdRRwo,,https://youtu.be/DiilkpDMQjo?si=kzjyh67PLYkbD753,FALSE,,,2019/11/27,NZMN,春崎エアル、夢追翔、成瀬鳴、卯月コウ,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,アルバム：にじさんじMusic MIX UP!!,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
愛の存在証明,https://youtu.be/si925F8W-kY?si=VP9RVVwgKrfqqijx,,https://youtu.be/H9ePwGtIUGY?si=lcQhNzLoIAXfcgL8,FALSE,,,2019/11/27,ERRors,える、夕陽リリ、緑仙,,,"女性ユニット, 男女混合",FALSE,FALSE,FALSE,FALSE,アルバム：にじさんじMusic MIX UP!!,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
秘密の放課後～貴方は染まらずにいられるか～,https://youtu.be/_RVM0ilPYBQ?si=lKwyx352ZUpjSqrV,,https://youtu.be/foAaOj9iAmA?si=wFiz3Cip5wqT_kcW,FALSE,,,2019/11/27,BGクラブ,鈴鹿詩子、森中花咲、モイラ,,,女性ユニット,FALSE,FALSE,FALSE,TRUE,作詞：BGクラブ、宇田川翔,アルバム：にじさんじMusic MIX UP!!,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure♡paletワンダーランド,https://youtu.be/Pq182Y5n2-g?si=nqRtCdKwSSaat2HE,,https://youtu.be/tForIbkh0IM?si=ixOJnI0NPerejxEX,FALSE,,,2019/11/27,pure♡palet,物述有栖、シスター・クレア,,,女性ユニット,FALSE,FALSE,FALSE,FALSE,アルバム：にじさんじMusic MIX UP!!,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buzz!!りムーヴメント,https://youtu.be/XuuAIAkJFF0?si=jnQKDjav6HibF0VS,,https://youtu.be/djFVFUPPn78?si=WtGPZKxsz7a3SXSH,FALSE,,,2019/11/27,usus,本間ひまわり、ドーラ,,,女性ユニット,FALSE,FALSE,FALSE,FALSE,アルバム：にじさんじMusic MIX UP!!,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
純情色めく焔は揺れて,https://youtu.be/eYMgkeDwnmI?si=zpoZKlxayW6tyfqS,,https://youtu.be/-rTZrusaW8s?si=UuY1iROB2-T6XG0V,FALSE,,,2019/11/27,月華美人,竜胆尊、赤羽葉子、椎名唯華,,,女性ユニット,FALSE,FALSE,FALSE,FALSE,アルバム：にじさんじMusic MIX UP!!,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARRY WORDS,https://youtu.be/_zoRMwRZ9Rg?si=q6M6FZFmLbxy4Bir,,https://youtu.be/MAGD7rVWkmk?si=REJcKW-RExm9qZH2,FALSE,,,2019/11/27,ぷりずむりりっく！,宇志海いちご、家長むぎ、勇気ちひろ,,,女性ユニット,FALSE,FALSE,FALSE,FALSE,アルバム：にじさんじMusic MIX UP!!,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Replace to be,https://youtu.be/7qGbqQTn6og?si=4oYUJ_ph8c5Jvp6n,https://youtu.be/7qGbqQTn6og?si=4oYUJ_ph8c5Jvp6n,,TRUE,,,2026/05/08,VACHSS,葛葉、叶、加賀美ハヤト、不破湊、剣持刀也、夢追翔,,,男性ユニット,FALSE,FALSE,FALSE,TRUE,作詞・作曲：夢追翔,,,,FALSE,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
全肯定！,https://youtu.be/kdKXI-iY0tc?si=A74WcoMlSiq16qHZ,https://youtu.be/kdKXI-iY0tc?si=A74WcoMlSiq16qHZ,,TRUE,,,2026/03/10,,フレン・E・ルスタリオ,コーラス：リゼ・ヘルエスタ、笹木咲、五十嵐梨花、星川サラ、社築、剣持刀也、加賀美ハヤト、戌亥とこ、先斗寧、花畑チャイカ,,女性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,https://youtube.com/shorts/nEOvFAKkNYA?si=7Q5SEjqMgP3ha2ze,,,,,FALSE,TRUE,https://linkco.re/nnrgbYf0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地獄屋八丁荒らし,https://youtu.be/XwZZeMNanKw?si=ffo1Dq0ehYcwYly8,https://youtu.be/XwZZeMNanKw?si=ffo1Dq0ehYcwYly8,,TRUE,,,2020/11/27,,戌亥とこ,,,女性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,,FALSE,TRUE,https://linkco.re/B4HB2gX4?lang=ja,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperance,https://youtu.be/4L-U_eEKRpQ?si=P_aokVP8d5WTbbGc,https://youtu.be/4L-U_eEKRpQ?si=P_aokVP8d5WTbbGc,,TRUE,,,2025/08/14,MAS-RAO(麗),シェリン・バーガンディ、レオス・ヴィンセント、オリバー・エバンス、ジョー・力一,,,男性ユニット,FALSE,FALSE,FALSE,TRUE,作詞：ジョー・力一,ナレーション：オリバー・エバンス,,,FALSE,,,,,,FALSE,TRUE,https://linkco.re/2RdZD7mv,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大車輪,https://youtu.be/PIOHKVWjLg4?si=cfqFhstUgpmZE0V1,https://youtu.be/PIOHKVWjLg4?si=cfqFhstUgpmZE0V1,,TRUE,,,2025/08/14,MAS-RAO(剛),舞元啓介、ベルモンド・バンデラス、天開司、ジョー・力一,,,男性ユニット,TRUE,FALSE,FALSE,TRUE,作詞：ジョー・力一,,,,FALSE,,,,,,FALSE,TRUE,https://linkco.re/2RdZD7mv,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAGE,,,,,,,2020/04/10,,,,,,,,,FALSE,アルバム：シナスタジア,,,,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蜜ノ味,,,,,,,,,,,,,,,,,アルバム：シナスタジア,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ジュブナイルダイバー,,,,,,,2020/05/02,,,,,,,,,,アルバム：シナスタジア,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
シグナル,,,,,,,,,,,,,,,,,アルバム：シナスタジア,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Under The Moon,,,,,,,,,,,,,,,,,アルバム：シナスタジア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
セルフィーDimension,,,,,,,2020/05/01,,,,,,,,,,アルバム：シナスタジア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雨言葉,,,,,,,2020/11/25,,,,,,,,,,アルバム：オントロジー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ラブヘイト,,,,,,,,,,,,,,,,TRUE,作詞：藤林聖子、三枝明那,アルバム：オントロジー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ソワレ,,,,,,,,,,,,,,,,TRUE,作詞：ジョー・力一,アルバム：オントロジー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミュウ,,,,,,,,,,,,,,,,,アルバム：オントロジー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミスティック／マインワルド,,,,,,,,,,,,,,,,,アルバム：オントロジー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白と嘘,,,,,,,,,,,,,,,,TRUE,作詞：RUCCA、鈴木勝,アルバム：オントロジー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オントロジー,,,,,,,2020/10/23,,,,,,,,,,アルバム：オントロジー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リフレインズ,,,,,,,2021/04/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flowing, walking",,,,,,,2021/04/14,,,,,,,,,,作詞：ジョー・力一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エンターテイナー,,,,,,,2021/08/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formula,,,,,,,2021/09/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ブギーマン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蜜ノ味(Re:ver),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
魅惑の華,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butterflies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明日は日曜日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
きこえ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ジュブナイルダイバー(Re:ver),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
シャロウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
僕らの月は多角形,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,23,19,34,29,4,,43,20,,43,15,10,33,18,13,,,24,12,35,40,20,,,,,0,-5
