曲名,サムネ用リンク,MVリンク,フル尺リンク,MV公開,3Dリンク,3Dリンク2,公開日,ユニット,歌唱,歌唱2,歌唱3,男女,外部,箱内カバー,全体曲,ライバー自身が制作（作曲・イラスト等）,備考,備考2,備考3,備考4,踊ろう！,振付リンク,振付リンク2,オンラインライブ等で披露済,カラオケ（DAM）,カラオケ（JOYSOUND）,フィジカルCDリリース,デジタルリリース,サブスクリンク,独特なコーレス,3D配信リンク2,3D配信リンク3,メモ2,Shortsリンク,その他リンク,その他2,その他3,説明1,メモ3,BPM,疾走感,しっとり・チル,盛り上がる,熱い・パワフル,ワイルド・攻撃的,明るい・キラキラ,ハッピー・ポジティブ,ポップな,可愛い,爽やか,透明感,セクシー・色気がある,クール・かっこいい,オシャレ・スタイリッシュ,シリアス・ダーク,アンニュイ・ネガティブ,神秘的・幻想的,壮大・ドラマチック,切ない・ノスタルジック,温かい・優しい,エモーショナル,クセが強い・ユニーク,個数,25↑,最大値,平均,確認用,
Bring it on,https://youtu.be/8xZREULMjVM?si=mcUP2bU2e16uHWyL,https://youtu.be/8xZREULMjVM?si=mcUP2bU2e16uHWyL,,TRUE,https://youtu.be/XS6QazG3bUw?si=02IAWtD-mP5pQ4A8,,2024/07/24,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,https://youtube.com/shorts/oZCBLlBNDh4?si=OajxZhqr5HrjHQ_O,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/diveinID,FALSE,,,,https://www.youtube.com/shorts/b8RoWq19nBo,https://youtu.be/jme8hHOGxTE?si=xto-GUacOs64RHEW,https://youtu.be/ycSLQLDMyTo?si=-z1Mjzygr5BOJtQK,,,,143,,,30,,,,10,,,,,,40,10,,,,,,,,10,5,2,40,20,100,
静謐なる虚飾楽園,https://youtu.be/bMzv4umZ0J4?si=WQq_ooX-BX8Iy44N,https://youtu.be/bMzv4umZ0J4?si=WQq_ooX-BX8Iy44N,,TRUE,,,2024/07/26,,夢追翔,その他CV：シェリン・バーガンディ、健屋花那、弦月藤士郎、鈴木勝,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：夢追翔,アルバム：音楽が消えた街,,,FALSE,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/UR7AuqzF,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嗚呼素晴らしき音楽,https://youtu.be/mzVt5rXHEho?si=EgRxMpBeGkv4crNH,https://youtu.be/mzVt5rXHEho?si=EgRxMpBeGkv4crNH,,TRUE,,,2024/07/27,,弦月藤士郎、夢追翔、周央サンゴ,,,男女混合,FALSE,FALSE,FALSE,TRUE,作詞・作曲：夢追翔,アルバム：音楽が消えた街,,,FALSE,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/UR7AuqzF,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パラドックス・アシンメトリー,https://youtu.be/Pqr3XPHoLJI?si=OSaCv7IH5hIFmVm6,https://youtu.be/Pqr3XPHoLJI?si=OSaCv7IH5hIFmVm6,,TRUE,,,2024/07/27,,鈴木勝,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：夢追翔,アルバム：音楽が消えた街,,,FALSE,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/UR7AuqzF,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
失われし最終楽章,https://youtu.be/mDJU8StHELY?si=5xDf3xspGboPww7R,https://youtu.be/mDJU8StHELY?si=5xDf3xspGboPww7R,,TRUE,,,2024/07/27,,リゼ・ヘルエスタ,その他CV：夢追翔,,女性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：夢追翔,アルバム：音楽が消えた街,,,FALSE,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/UR7AuqzF,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andante,https://youtu.be/0-jboRYLuPM?si=NeiKo-SiYiWPAgTy,,,FALSE,,,2024/07/27,,夢追翔、周央サンゴ、シェリン・バーガンディ、健屋花那、弦月藤士郎、鈴木勝、リゼ・ヘルエスタ,,,男女混合,FALSE,FALSE,FALSE,TRUE,作詞・作曲：夢追翔,アルバム：音楽が消えた街,,,FALSE,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/UR7AuqzF,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mermaid,https://youtu.be/833V7tMGMeQ?si=5XCSzjnH016CjFS4,,,FALSE,,,2024/07/30,,弦月藤士郎,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,,,,FALSE,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/MQ23QgMm,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neverland,https://youtu.be/nUiBtV4kuh0?si=VYlaDy4OaSC1SKhu,,,FALSE,,,2024/07/30,,弦月藤士郎,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,,,,FALSE,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/MQ23QgMm,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
てんやわんや、夏。,https://youtu.be/JVlAJlvaT0Y?si=RP1XTcPTV7WmG8Fz,https://youtu.be/JVlAJlvaT0Y?si=RP1XTcPTV7WmG8Fz,,TRUE,,,2024/08/31,,月ノ美兎、笹木咲、椎名唯華,,,女性ユニット,FALSE,FALSE,FALSE,TRUE,作曲：弦月藤士郎・常楽寺澪,,,,TRUE,https://youtube.com/shorts/rEuoqImlF1E?si=-iLE5Ajr3-9iHaZC,,,TRUE,TRUE,FALSE,TRUE,https://t.co/YlPo6BI9fx,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
極夜,https://youtu.be/Acqfffmlp_E?si=kzUZKKVwVTcqB4AT,,,FALSE,,,2024/09/14,VΔLZ,長尾景,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,コンセプト・イメージワード：長尾景,,,,FALSE,,,,TRUE,FALSE,FALSE,TRUE,https://nex-tone.link/A00163946,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミッドナイト・ダンスホール,https://youtu.be/uLCVfwrIspY?si=QsFkmNPsbvQjKeVP,,,FALSE,,,2024/09/14,VΔLZ,弦月藤士郎,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作曲：小林樹音(JitteryJackal)、弦月藤士郎,,,,FALSE,,,,TRUE,FALSE,FALSE,TRUE,https://nex-tone.link/A00163946,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tell me Your dream,https://youtu.be/lwkWzkq-ZfU?si=Cj0dmjv1mtk2zqze,,,FALSE,,,2024/09/14,VΔLZ,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作曲：天使電影、甲斐田晴,,,,FALSE,,,,TRUE,FALSE,FALSE,TRUE,https://nex-tone.link/A00163946,FALSE,,,,,,,,ソロ楽曲公募企画にて選ばれた爽やかな曲調の1曲。サビのメロディは甲斐田の書き下ろし。,,130,,,,,,,30,30,,30,,,,,,,,,,10,,,4,3,30,25,100,
IDD,https://youtu.be/qvj_QSqOrBw?si=e4q56-z5JP5vcIQU,https://youtu.be/qvj_QSqOrBw?si=e4q56-z5JP5vcIQU,,TRUE,,,2024/10/01,チームIDD,ドーラ、シスター・クレア、山神カルタ、東堂コハク、レイン・パターソン、海妹四葉,,,女性ユニット,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,サムネイル：西園チグサ,,,FALSE,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/rCfZSx4D,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
情熱的ボーイ,https://youtu.be/r8FNLB3Gn8E?si=qpDJjsd-_WRonKHu,https://youtu.be/r8FNLB3Gn8E?si=qpDJjsd-_WRonKHu,,TRUE,,,2024/10/02,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/momentum,FALSE,https://www.youtube.com/live/JZ3sYu1WDC8?si=DFDw_rIVVkreDJcE&t=2277,,,,https://youtu.be/X5S8OvbAONM?si=-VEQW0a7Ls7g2HF0,https://youtu.be/ThmEmUyq9PY?si=itj1k363PV46hIII,,,,144,,,30,15,,,30,,,,,,5,,,,,,,,,20,5,2,30,20,100,
Beyond the Frame,https://youtu.be/HhFQaZxJ3gk?si=hw86OpFjXpUh0yC8,https://youtu.be/HhFQaZxJ3gk?si=hw86OpFjXpUh0yC8,,TRUE,,,2024/10/16,VΔLZ,長尾景、弦月藤士郎、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00165279,FALSE,https://www.youtube.com/live/qdQtHY34W08?si=HVje_7sVdg0niAu5&t=65,,5周年,,,,,,,180,10,,25,35,,,,,,,,,25,,,,,5,,,,,5,3,35,20,100,
Rebirthday,https://youtu.be/oA7nC1s6HsE?si=mcdAsz5fdYe_sHtB,https://youtu.be/oA7nC1s6HsE?si=mcdAsz5fdYe_sHtB,,TRUE,,,2024/10/17,こじらせハラスメント,緑仙、弦月藤士郎,,,"男女混合, 男性ユニット",FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,,,,FALSE,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/U607y53h,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我愛NEED-U,https://youtu.be/oxkOAZrYsmA?si=HiwtnC6l9FmhCXHM,https://youtu.be/oxkOAZrYsmA?si=HiwtnC6l9FmhCXHM,,TRUE,,,2024/10/17,こじらせハラスメント,緑仙、弦月藤士郎,,,"男女混合, 男性ユニット",FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,,,,FALSE,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/U607y53h,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水の記憶,https://youtu.be/foWOfn1Nyjg?si=M3NCucX4cq_hWWlw,https://youtu.be/foWOfn1Nyjg?si=M3NCucX4cq_hWWlw,,TRUE,,,2024/10/25,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,https://linkco.re/CS6MN2F7,FALSE,,,,,,,,,,177,,,,,,,,,,15,30,,,,,,,5,25,20,5,,6,2,30,16.66666667,100,
Gaming!,https://youtu.be/A0DG9JybXPw?si=0rQ1XEsrwTcGOkqq,https://youtu.be/A0DG9JybXPw?si=0rQ1XEsrwTcGOkqq,,TRUE,,,2024/11/11,,笹木咲,,,女性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,,,,FALSE,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/er3S16TA,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【Cover】Hurrah!! 2025Ver.,https://youtu.be/KTAJxwQGv7o?si=mcohYMVNg19ZirUd,,,FALSE,,,2024/11/20,,月ノ美兎、樋口楓、剣持刀也、夢追翔、ハナ・マキア、魔使マオ、ミン・スゥーハ、長尾景、東堂コハク、石神のぞみ、宇佐美リト、星導ショウ、Petra Gurin、Luca Kaneshiro,,,男女混合,FALSE,TRUE,TRUE,FALSE,,,,,FALSE,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00168039,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer and Peace!,https://youtu.be/joGuL0Jy-C0?si=5Pbc5VDljtoXKPfs,https://youtu.be/joGuL0Jy-C0?si=5Pbc5VDljtoXKPfs,,TRUE,,,2024/11/20,,壱百満天原サロメ、花畑チャイカ、魔使マオ、海妹四葉、緋八マナ、北見遊征,,,男女混合,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,https://linktr.ee/nijisanji_music_he4rtbe4t,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Budding!,https://youtu.be/-rSbRXK2sZc?si=OYH-LBI3ZEVp0HW2,https://youtu.be/-rSbRXK2sZc?si=OYH-LBI3ZEVp0HW2,,TRUE,,,2024/11/27,,月ノ美兎、伏見ガク、社築、フレン・E・ルスタリオ、甲斐田晴、栞葉るり,,,男女混合,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,https://linktr.ee/nijisanji_music_he4rtbe4t,FALSE,,,,,,,,四季をコンセプトにした『HE4RT BE4T!』のうちの「春」の楽曲。,春楽曲「Budding!」サウンドディレクター：kz氏より「春って何かが始まる期待感もある一方で、何かが終わった後、そして周りの景色が変わることへの不安もそれなりに大きい季節だなぁと思います。馴染むまで時間がかかることもあるかもしれないけどなんやかんやでそのうち芽吹いて楽しくなってくるものでしょう。そんな曲、「Budding!」、よろしくお願いします。」,155,,,,,,,40,10,,20,,,,,,,,,,30,,,4,2,40,25,100,
ヨナガオルケスタ,https://youtu.be/EHYX4mtY5so?si=YghiNroQBfIoPKSP,https://youtu.be/EHYX4mtY5so?si=YghiNroQBfIoPKSP,,TRUE,,,2024/11/27,,加賀美ハヤト、魔界ノりりむ、ジョー・力一、ルイス・キャミー、星導ショウ、Meloco Kyoran,,,男女混合,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,https://linktr.ee/nijisanji_music_he4rtbe4t,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファミリア,https://youtu.be/KAKO4fu_eAw?si=yCi4j9SsxBi_1jQq,https://youtu.be/KAKO4fu_eAw?si=yCi4j9SsxBi_1jQq,,TRUE,,,2024/11/27,,叶、アルス・アルマル、東堂コハク、レオス・ヴィンセント、渡会雲雀、小清水透,,,男女混合,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,https://linktr.ee/nijisanji_music_he4rtbe4t,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
おかねないよ＞＜,https://youtu.be/gaPL28ECcLo?si=JaJmVOgOUc1ilPcx,,,FALSE,,,2024/12/04,,Kotoka Torahime,,,女性ソロ,FALSE,FALSE,FALSE,TRUE,作曲：弦月藤士郎,イラスト：ヤン・ナリ,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#最強ぽえむ(ぁ、),https://youtu.be/QEUDYun_O_g?si=A6j-cNJ8LwIy98iB,https://youtu.be/QEUDYun_O_g?si=A6j-cNJ8LwIy98iB,,TRUE,,,2024/12/20,こじらせハラスメント feat.魔界ノりりむ,緑仙、弦月藤士郎、魔界ノりりむ,,,男女混合,FALSE,FALSE,FALSE,TRUE,作詞・作曲・編曲：弦月藤士郎,詩：魔界ノりりむ,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガム,https://youtu.be/ImDL9Xg8POE?si=DLfPiXjlYBndIMXi,https://youtu.be/ImDL9Xg8POE?si=DLfPiXjlYBndIMXi,,TRUE,,,2025/01/30,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/momentum,FALSE,https://www.youtube.com/live/JZ3sYu1WDC8?si=ngsgS2HTF4G3YuIH&t=2450,,,,https://youtu.be/_8YV_AiT5Xo?si=yRREx6r4oGhi1Bgx,,,,,122,,10,,,,,,,,,,10,22.5,22.5,15,,,,,,10,10,7,0,22.5,14.28571429,100,
キミインベーダー(Shorts ver.),https://youtu.be/iZ2NiV1j2Nk?si=OhnE6bEEWi3lfCks,,,FALSE,,,2025/02/19,,早乙女ベリー,,,女性ソロ,FALSE,FALSE,FALSE,TRUE,作曲：弦月藤士郎,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
