曲名,再生数,MV再生,サブスク再生,MVリンク,サムネ用リンク,プレイリスト用サムネ,公開日,歌唱,作詞,作曲,編曲,ユニット,MV公開,本人の作詞/作曲,有観客ライブ披露済み,オンラインライブ等で披露済,メモ1,3D映像公開,3Dリンク,3Dリンク2,3Dリンク3,メモ2,独特なコーレス,BPM,Shortsリンク,サブスクリンク,その他リンク,その他2,説明,メモ3,疾走感,しっとり・チル,盛り上がる,熱い・パワフル,ワイルド・攻撃的,明るい・ハッピー,可愛い・ポップな,爽やか,透明感,セクシー・色気がある,クール・かっこいい,オシャレ・スタイリッシュ,シリアス・ダーク,壮大・ドラマチック,切ない・ノスタルジック,温かい・優しい,エモーショナル,クセが強い・ユニーク,個数,25↑,最大値,平均,確認用
SHOOTING DELTA,90,,,https://youtu.be/nnP-GeBoj6E?si=IKiTuj_dgdJFMxNe,https://youtu.be/nnP-GeBoj6E?si=IKiTuj_dgdJFMxNe,,2023/06/09,VΔLZ,弦月藤士郎、甲斐田晴,弦月藤士郎、甲斐田晴,岡村大輔/OD(PHYZ),VΔLZ,TRUE,TRUE,TRUE,,一唱入魂、前夜祭、三華仙台,TRUE,https://youtu.be/RpOnPXYoFQM?si=MJjiAU7hdYp_94O2,https://www.youtube.com/live/BqX-jwptb5k?si=d0xARylBNORtpdXI&t=5957,,,FALSE,176,,https://nex-tone.link/A00118696,,,,,,,15,,,30,25,15,,,,,,,,,15,,5,2,30,20,100
のうぎょうのうた,0,,,,https://youtu.be/PJAgQgdjZzg?si=Vn3Y984IlAaAitCj&t=947,,2023/06/22,ROF-MAO,甲斐田晴,甲斐田晴,-,ROF-MAO,FALSE,TRUE,FALSE,,,FALSE,,,,,FALSE,148,https://www.youtube.com/shorts/-VO0OxkxIdE,,https://youtu.be/PJAgQgdjZzg?si=ozRZvRsHnktGA0Zt,https://rof-mao.lnk.to/overflowID,,,,,,,,,,20,,,,,,10,,20,,20,4,0,20,17.5,70
Challengers,309,,,https://youtu.be/kz5QjbP4uWU?si=e6w3NQIDgdZthTh4,https://youtu.be/kz5QjbP4uWU?si=e6w3NQIDgdZthTh4,,2023/08/09,ROF-MAO,Hayato Yamamoto,MEG、 Hayato Yamamoto,MEG,ROF-MAO,TRUE,FALSE,TRUE,,,FALSE,,,,,FALSE,100,,https://rof-mao.lnk.to/overflowID,,,,,,,,35,,,,,12.5,,17.5,,,30,,,5,,5,2,35,20,100
【Cover】レイメイ,138,,,https://youtu.be/DZQVkn--8p8?si=xHCpb363tEVfxv2G,https://youtu.be/DZQVkn--8p8?si=xHCpb363tEVfxv2G,,2023/08/25,甲斐田晴、海妹四葉,酸欠少女さユり×MY FIRST STORY,-,-,歌ってみた,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】青と夏,214,,,https://youtu.be/Y-6QqF8lJNU?si=KDMddD7XOkIbrVFK,https://youtu.be/Y-6QqF8lJNU?si=KDMddD7XOkIbrVFK,,2023/08/30,VΔLZ,Mrs. GREEN APPLE,-,-,歌ってみた,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】東京サマーセッション,281,,,https://youtu.be/x0_tjuGvGI8?si=AcoaBNIfoeg5amTF,https://youtu.be/x0_tjuGvGI8?si=AcoaBNIfoeg5amTF,,2023/09/06,おりひめばるつ（フミ、星川サラ、山神カルタ、甲斐田晴、弦月藤士郎、長尾景）,HoneyWorks,-,-,歌ってみた,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
HANABI,165,,,https://youtu.be/uplOB-fzsDo?si=RqsolcbLKNBG2sDR,https://youtu.be/uplOB-fzsDo?si=RqsolcbLKNBG2sDR,,2023/09/13,ROF-MAO,橘ルウイ,S.KAY,S.KAY,ROF-MAO,TRUE,FALSE,TRUE,,,FALSE,,,,,FALSE,146,,https://rof-mao.lnk.to/overflowID,https://youtu.be/fVLJariQIGo?si=ZsXEnDVHjjC8YF7w,,,,,,30,,,35,5,30,,,,,,,,,,,4,3,35,25,100
【Cover】1％の恋人,124,,,https://youtu.be/IB7bt648rS8?si=7yyUGWKetiIVu33h,https://youtu.be/IB7bt648rS8?si=7yyUGWKetiIVu33h,,2023/09/18,VΔLZ（甲斐田晴）,HoneyWorks,-,-,歌ってみた,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,https://youtu.be/BIXMQSe83DQ?si=voxNSTsyROFVIwAh,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
扉,49,,,https://youtu.be/ETkAyyyuqzs,https://youtu.be/ETkAyyyuqzs,,2023/09/25,VΔLZ,宮川依恋,尾崎豪,尾崎豪・曽木琢磨,VΔLZ,TRUE,FALSE,TRUE,,三華大阪,TRUE,,https://www.youtube.com/live/22GbH8aIKvM?si=uVCMqZElVqYNjXn_&t=2795,,,FALSE,194,,https://nex-tone.link/A00122742,,,未来への期待を歌った疾走感溢れる一曲。,,25,,10,,,30,,35,,,,,,,,,,,4,3,35,25,100
もちもちハリネズミ,0,,,,https://youtu.be/sVgX2Ih--Cs?si=FC2kxEdPe5RSkPvR&t=733,,2023/10/05,剣持刀也,加賀美ハヤト、不破湊、甲斐田晴,甲斐田晴,岡村大輔(OD),ROF-MAO,TRUE,TRUE,TRUE,FALSE,,FALSE,,,,,TRUE,184,https://youtu.be/8NdFQroODKs?si=LchjogzvNET-Zvyz,,https://youtu.be/sVgX2Ih--Cs?si=hq8swlB5SmcmlvHu,,,,,,,,,10,40,,,,,,,,,,,20,3,1,40,23.33333333,70
フルカウント,157,,,https://youtu.be/shMxHvDNUxs?si=ewpkH-Xykkgms4Ud,https://youtu.be/shMxHvDNUxs?si=ewpkH-Xykkgms4Ud,,2023/10/06,ROF-MAO,鶴﨑輝一,鶴﨑輝一,鶴﨑輝一,ROF-MAO,TRUE,FALSE,TRUE,,,TRUE,https://youtu.be/jYvU7-tWQxI?si=4_Sj3TL72PPvFffC,https://www.youtube.com/live/qVylRMGabv8?si=t5NPauCOy7b-h_Ok&t=3130,,,FALSE,145,,https://rof-mao.lnk.to/overflowID,,,,,7.5,,5,17.5,,,,22.5,,,10,,,22.5,,5,10,,8,0,22.5,12.5,100
感情BONDING,97,,,,https://youtu.be/VhGw4U5RgJU?si=yQVaDFN0QKR8K45x,,2023/10/18,ROF-MAO,木下智哉,木下智哉,木下智哉,ROF-MAO,FALSE,FALSE,TRUE,,,TRUE,https://youtu.be/VhGw4U5RgJU?si=yQVaDFN0QKR8K45x,,,,FALSE,130,,https://rof-mao.lnk.to/overflowID,,,,,,,17.5,,,,,,,45,10,27.5,,,,,,,4,2,45,25,100
"Thank you, Promise!",67,,,,https://youtu.be/5jPU1t5frxU?si=KtyA3zmjNki5wQOo,,2023/10/18,ROF-MAO,柿沼雅美,湯原聡史,森谷敏紀,ROF-MAO,FALSE,FALSE,TRUE,,,FALSE,,,,,FALSE,132,,https://rof-mao.lnk.to/overflowID,,,,,,2.5,,,,32.5,10,20,,,,,,,,30,5,,6,2,32.5,16.66666667,100
Crazy Buddies!,145,,,,https://youtu.be/0dRfCWoMVMU?si=IhOpXkKQexoDL8r6,,2023/10/18,ROF-MAO,やしきん,やしきん,やしきん,ROF-MAO,FALSE,FALSE,TRUE,,,FALSE,,,,,FALSE,135,,https://rof-mao.lnk.to/overflowID,https://youtu.be/g0P0Tk6p27A?si=ZnpKN23kP7l_pODw,,,,,,25,,,35,,,,,,,,,,15,,25,4,3,35,25,100
Life is Onceで候,134,,,,https://youtu.be/WYzabp1bz_A?si=_tpI5UkUfmjv7qb2,,2023/10/18,ROF-MAO,前山田健一,前山田健一,藤原燈太,ROF-MAO,FALSE,FALSE,TRUE,,,FALSE,,,,,TRUE,200,,https://rof-mao.lnk.to/overflowID,https://youtu.be/hZFg5F6hphs?si=Fclh4BEsDEcPvpYS,,,,22.5,,25,,,25,,,,,,,,,,,,27.5,4,3,27.5,25,100
Do or Die,98,,,,https://youtu.be/CGQv3n7vMb0?si=PFdCRft1msTPLC9V,,2023/10/18,ROF-MAO,前田甘露,戸嶋友祐,戸嶋友祐,ROF-MAO,FALSE,FALSE,TRUE,,,FALSE,,,,,FALSE,242,,https://rof-mao.lnk.to/overflowID,,,,,,,5,,,,,,,45,20,30,,,,,,,4,2,45,25,100
月が綺麗だ。,90,,,https://youtu.be/sdR1ZmDXS8w?si=C1uk-KbDWdrEkZME,https://youtu.be/sdR1ZmDXS8w?si=C1uk-KbDWdrEkZME,,2023/10/25,甲斐田晴,夏代孝明,夏代孝明,草餅庵庵,個人(ソロ),TRUE,FALSE,FALSE,,,TRUE,,https://www.youtube.com/live/Cj6qVVDU3as?si=tnq8OjwrLwlsYpzJ&t=11895,,歌謡祭24D3,FALSE,170,,https://nex-tone.link/A00135047,,,,,,,,,,,,20,15,,15,,,,,30,20,,5,1,30,20,100
【Cover】群青讃歌,45,,,,https://youtu.be/o28rHP_xbV4?si=5lw8sdX2B8TInnTy,,2023/10/30,おりひめばるつ（フミ、星川サラ、山神カルタ、甲斐田晴、弦月藤士郎、長尾景）,Eve,-,-,歌ってみた,FALSE,FALSE,FALSE,,,TRUE,https://youtu.be/o28rHP_xbV4?si=5lw8sdX2B8TInnTy,https://www.youtube.com/live/EcBaszShcF0?si=LEvVnWfOCiCQWpOq&t=2937,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】Mr.Music,550,,,https://youtu.be/_W5Dw_Oy9Ws?si=vd8UAYyNgciLij6L,https://youtu.be/_W5Dw_Oy9Ws?si=vd8UAYyNgciLij6L,,2023/12/16,VΔLZ×VOLTACTION（甲斐田晴、弦月藤士郎、長尾景、四季凪アキラ、セラフ・ダズルガーデン、風楽奏斗、渡会雲雀）,れるりり&ロンチーノ=ペペ&かごめP,-,-,歌ってみた,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】ミックスナッツ,97,,,,https://youtu.be/ldmp36kYzB8?si=2B1meB_mcNwNyeE-,,2024/02/02,VΔLZ,Official髭男dism,-,-,歌ってみた,FALSE,FALSE,FALSE,,,TRUE,https://youtu.be/ldmp36kYzB8?si=2B1meB_mcNwNyeE-,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
終点,24,,,,https://youtu.be/RYWjdxPgyhw?si=3D-YTvYXl7wZl9fW,,2024/02/14,甲斐田晴,Sekimen,南田健吾,南田健吾,個人(ソロ),FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,150,,https://nex-tone.link/A00135047,,,,,,10,,,,,,,,,,10,40,,20,,20,,5,1,40,20,100
率直,35,,,,https://youtu.be/KV9aWbia0js?si=TqBngkkMsMY99VlS,,2024/02/14,甲斐田晴,太志,太志,長谷川大介,個人(ソロ),FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,164,,https://nex-tone.link/A00135047,,,,,,,,,,25,,50,,,,,,,,25,,,3,3,50,33.33333333,100
一瞬と一生,34,,,,https://youtu.be/kIs2sBxujss?si=EBap8t5U_RrXhAgS,,2024/02/14,甲斐田晴,TKT from AliA,EREN from AliA,EREN from AliA,個人(ソロ),FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,200,,https://nex-tone.link/A00135047,,,,,,,,10,,,,,,,,,25,50,,,15,,4,2,50,25,100
この場所で,44,,,https://youtu.be/trQQv_5enC8?si=EwHx80MRTEomGjOe,https://youtu.be/trQQv_5enC8?si=EwHx80MRTEomGjOe,,2024/02/14,甲斐田晴,PON,PON,EFFY,個人(ソロ),TRUE,FALSE,FALSE,,,FALSE,,,,,FALSE,214,,https://nex-tone.link/A00135047,,,,,,,,,,45,10,20,,,,,,,,25,,,4,2,45,25,100
素顔のままでいて,29,,,,https://youtu.be/7N9CBFIzMhA?si=Xw_iLlkte9yBykBz,,2024/02/14,甲斐田晴,中塚武,中塚武,中塚武,個人(ソロ),FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,220,,https://nex-tone.link/A00135047,,,,,,5,,,,,,,,50,,40,,,,5,,,4,2,50,25,100
黎明の轍,92,,,https://youtu.be/IUCePEKB8dE?si=le0n8JBwTYY8m5BB,https://youtu.be/IUCePEKB8dE?si=le0n8JBwTYY8m5BB,,2024/02/25,VΔLZ,前田甘露,南田健吾,南田健吾,VΔLZ,TRUE,FALSE,TRUE,,三華,TRUE,https://youtu.be/ixl0scGanGU?si=GkWAapVyg1EFlc58,https://www.youtube.com/live/rAQAIGKXtnQ?si=dGo5UYLQLgoZZ8bb&t=1602,https://www.youtube.com/live/qdQtHY34W08?si=t-w1ucJRC0VqWSmt&t=282,5周年,FALSE,190,,https://nex-tone.link/A00153519,,,ストーリーコンテンツ『桜魔大戦譚 ～相対するモノたちへ～』のテーマ曲。,,,,5,15,,,,,,,25,,25,30,,,,,5,3,30,20,100
【Cover】おこちゃま戦争,184,,,https://youtu.be/u20mBgG5HyI?si=3LNwFR198_sXZGbO,https://youtu.be/u20mBgG5HyI?si=3LNwFR198_sXZGbO,,2024/03/31,VΔLZ（甲斐田晴、長尾景）,れをる、ギガP,-,-,歌ってみた,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】アイドル,1092,,,https://youtu.be/depVPQkSOiw?si=ZvgtDGCrUym6Ibf7,https://youtu.be/depVPQkSOiw?si=ZvgtDGCrUym6Ibf7,,2024/04/01,ROF-MAO without 剣持刀也,YOASOBI,-,-,歌ってみた,FALSE,FALSE,TRUE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
才能が無いから何だ,100,,,https://youtu.be/pmnk1EPoMXs?si=VWHuhqsvC5rRxpo9,https://youtu.be/pmnk1EPoMXs?si=VWHuhqsvC5rRxpo9,,2024/04/05,甲斐田晴,堀江晶太,堀江晶太,堀江晶太,個人(ソロ),TRUE,FALSE,TRUE,,三華仙台,FALSE,,,,,TRUE,185,,https://linkco.re/dUptry6v,,,,,,,,40,,,,,,,,,,10,,10,40,,4,2,40,25,100
【Cover】いーあるふぁんくらぶ,121,,,https://youtu.be/zOohOWdGMwA?si=495dkcPdy9E1S8P9,https://youtu.be/zOohOWdGMwA?si=495dkcPdy9E1S8P9,,2024/04/12,VΔLZ（甲斐田晴、弦月藤士郎）,みきとP,-,-,歌ってみた,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】スロウダウナー,243,,,https://youtu.be/Sgj9RmT8Lxk?si=fTV4UNftpSn7WVNe,https://youtu.be/Sgj9RmT8Lxk?si=fTV4UNftpSn7WVNe,,2024/04/19,緑仙、甲斐田晴,ろくろ,-,-,歌ってみた,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
Hands Up,,,,,https://youtu.be/AptfgFp8ui0?si=GRgyb61_LrOCSk7N,,2024/04/21,ROF-MAO,前田佑、久保田真悟（Jazzin’park）、栗原暁（Jazzin’park）,前田佑、久保田真悟（Jazzin’park）、栗原暁（Jazzin’park）,前田佑、久保田真悟（Jazzin’park）、栗原暁（Jazzin’park）,ROF-MAO,FALSE,FALSE,TRUE,,,TRUE,https://youtu.be/AptfgFp8ui0?si=GRgyb61_LrOCSk7N,,,,FALSE,174,,https://rof-mao.lnk.to/diveinID,,,,,,,25,5,,30,,25,,,,,,,,,15,,5,3,30,20,100
青春応歌,52,,,https://youtu.be/_QlaA-RG7Lk?si=fHa6ChAFqvwL1oSH,https://youtu.be/_QlaA-RG7Lk?si=fHa6ChAFqvwL1oSH,,2024/05/24,VΔLZ,氏原ワタル,氏原ワタル,花井諒,VΔLZ,TRUE,FALSE,TRUE,,三華,TRUE,,https://www.youtube.com/live/rAQAIGKXtnQ?si=s3Ghe_W60qPEw-SG&t=1808,https://www.youtube.com/live/qdQtHY34W08?si=dp1s0Jt2nY3IlsLv&t=4290,5周年,TRUE,125,,https://nex-tone.link/A00153519,,,応援のメッセージが込められた、ミドルテンポなロックナンバー。,,,,30,35,,5,,,,,30,,,,,,,,4,3,35,25,100
DAY BY DAY,27,,,,https://youtu.be/JvG08iOUB1A?si=_WKnJDIXIYRhG40C,,2024/06/05,VΔLZ,宮澤樹生,宮澤樹生,宮澤樹生,VΔLZ,FALSE,FALSE,TRUE,,三華,TRUE,,https://www.youtube.com/live/rAQAIGKXtnQ?si=dQ0qCflaB761d2jZ&t=2777,,,FALSE,95,,https://nex-tone.link/A00153519,,,スイング感がありつつ、シンプルな3声ハモリが映える楽曲。,,,10,,,,15,,10,,,,12.5,,,,25,27.5,,6,2,27.5,16.66666667,100
SOUP,198,,,https://youtu.be/v_Bj3oGvfwg?si=pHnNIB_mNM6LTy_e,https://youtu.be/v_Bj3oGvfwg?si=pHnNIB_mNM6LTy_e,,2024/06/05,VΔLZ,じん,じん,廣澤優也,VΔLZ,TRUE,FALSE,TRUE,,三華,TRUE,,https://www.youtube.com/live/Rz0O68Ejblw?si=wBxUVlkHy11mQujc&t=2896,,,FALSE,120,,https://nex-tone.link/A00153519,,,繊細に入れ替わり続けるハモリが特徴的な、美しく温かみのある楽曲。,,,15,,,,,,,25,,,10,,,5,15,30,,6,2,30,16.66666667,100
ブリキの魂,95,,,https://youtu.be/bnkXJOoYZjA?si=wC8E1WQqu3ZfywIR,https://youtu.be/bnkXJOoYZjA?si=wC8E1WQqu3ZfywIR,,2024/06/05,VΔLZ,甲斐田晴,弦月藤士郎,廣澤優也、藤井健太郎(HANO),VΔLZ,TRUE,TRUE,TRUE,,三華,TRUE,,https://www.youtube.com/live/Rz0O68Ejblw?si=T1fwi0tGdnodezD_&t=1649,,,FALSE,178,,https://nex-tone.link/A00153519,,,VΔLZの歩み・転換期について、メンバーが案を出し合いながら制作・歌唱したエモーショナルな一曲。,,,,,,,,,,,,10,,25,35,,5,25,,5,3,35,20,100
Treasure Believer,23,,,,https://youtu.be/E0g9Oy1QCEg?si=p6Ce9XsM8yz6umvc,,2024/06/05,VΔLZ,林英樹,佐藤純一（fhàna）,佐藤純一（fhàna）,VΔLZ,FALSE,FALSE,TRUE,,三華,TRUE,,https://www.youtube.com/live/rAQAIGKXtnQ?si=alqsM6HXPWwtT0ZN&t=2527,https://www.youtube.com/live/22GbH8aIKvM?si=E3bOET1izULj8G8J&t=3309,,FALSE,180,,https://nex-tone.link/A00153519,,,爽やかなバンドサウンドが特徴的な、前向きで明るい楽曲。,,,,,,,37.5,12.5,40,,,,,,,,10,,,4,2,40,25,100
ムーンウォーカーズ,23,,,,https://youtu.be/mXqAYfb3ya0?si=R2ecfcSL0p5g-AbE,,2024/06/05,VΔLZ,buzzG,buzzG,YK from 有感覚,VΔLZ,FALSE,FALSE,TRUE,,三華,TRUE,https://youtu.be/mXqAYfb3ya0?si=R2ecfcSL0p5g-AbE,https://www.youtube.com/live/Rz0O68Ejblw?si=YvYm-vWgM5Mzrtb5&t=2054,https://www.youtube.com/live/qdQtHY34W08?si=C82_PF-Tslke4b4d&t=884,5周年,FALSE,190,,https://nex-tone.link/A00153519,,,クールでスマートなロック。,,10,,,,7.5,,,,,5,30,27.5,7.5,,,,12.5,,7,2,30,14.28571429,100
DiVE !N,191,,,https://youtu.be/pla0iR5CG4M?si=m_N-Qrf3NhIVDNrK,https://youtu.be/pla0iR5CG4M?si=m_N-Qrf3NhIVDNrK,,2024/07/01,ROF-MAO,田邊駿一,田邊駿一,Naoki Itai,ROF-MAO,TRUE,FALSE,TRUE,,,TRUE,,https://www.youtube.com/live/Ip0bQfyoqgs?si=S38_7gnUfp7MHCRr&t=7282,,CDL,FALSE,180,,https://rof-mao.lnk.to/diveinID,,,,,15,,20,,,10,,40,,,5,,,,,10,,,6,1,40,16.66666667,100
Amazing Moment,11,,,,https://youtu.be/IsUsPZXHRfk?si=xzxE6147YQJMxUCG,,2024/07/11,VΔLZ＆DRAMATIC STARS,松井洋平,和賀裕希,高木龍一(Dream Monster),VΔLZ,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,130,,https://lnk.to/LZC-2803,https://youtu.be/IsUsPZXHRfk?si=xzxE6147YQJMxUCG,,,,,,10,,,25,10,30,,,,,,10,,,15,,6,2,30,16.66666667,100
哲学ニンゲン,,,,https://youtu.be/HCu4mTo6H2I?si=xnFy_VwR5RYR65H3,https://youtu.be/HCu4mTo6H2I?si=xnFy_VwR5RYR65H3,,2024/07/18,不破湊,加賀美ハヤト、剣持刀也、甲斐田晴,甲斐田晴,甲斐田晴,ROF-MAO,TRUE,TRUE,TRUE,FALSE,,FALSE,,,,,TRUE,160,,,https://youtu.be/gjEKxTLDPPY?si=hvqb8LXa4um91oZy,https://youtu.be/gBpnV14JrQs?si=Xalta-nQuunu4IlG,「木10!ろふまお塾」オリジナルソング企画第３弾で爆誕した超大作(？) 日々の疑問を歌に乗せて哲学するニンゲンの姿をお楽しみください！（MV概要欄より）,,10,,20,20,,,,,,,,,,,,,,20,4,0,20,17.5,70
Bring it on,2607,,,https://youtu.be/8xZREULMjVM?si=mcUP2bU2e16uHWyL,https://youtu.be/8xZREULMjVM?si=mcUP2bU2e16uHWyL,,2024/07/24,ROF-MAO,Hayato Yamamoto、 SARAH,Hayato Yamamoto、 pw.a,Hayato Yamamoto、 pw.a,ROF-MAO,TRUE,FALSE,TRUE,,,TRUE,https://youtu.be/XS6QazG3bUw?si=02IAWtD-mP5pQ4A8,,,,FALSE,143,https://www.youtube.com/shorts/b8RoWq19nBo,https://rof-mao.lnk.to/diveinID,https://youtu.be/jme8hHOGxTE?si=xto-GUacOs64RHEW,https://youtu.be/ycSLQLDMyTo?si=-z1Mjzygr5BOJtQK,,,,,30,,,10,,,,,40,10,,,,,,10,5,2,40,20,100
【Cover】レゾンデイトル・カレイドスコウプ,42,,,https://youtu.be/Z-LRD-YZfd4?si=KO-s-sjqgWXfQATm,https://youtu.be/Z-LRD-YZfd4?si=KO-s-sjqgWXfQATm,,2024/07/29,VΔLZ,ツミキ,-,-,歌ってみた,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
Tell me Your dream,41,,,,https://youtu.be/lwkWzkq-ZfU?si=Cj0dmjv1mtk2zqze,,2024/09/14,甲斐田晴,天使電影,天使電影、甲斐田晴,天使電影,VΔLZ,FALSE,TRUE,TRUE,,三華横浜,FALSE,,,,,FALSE,130,,https://nex-tone.link/A00163946,,,ソロ楽曲公募企画にて選ばれた爽やかな曲調の1曲。サビのメロディは甲斐田の書き下ろし。,,,,,,,30,30,30,,,,,,,,10,,,4,3,30,25,100
情熱的ボーイ,530,,,https://youtu.be/r8FNLB3Gn8E?si=qpDJjsd-_WRonKHu,https://youtu.be/r8FNLB3Gn8E?si=qpDJjsd-_WRonKHu,,2024/10/02,ROF-MAO,NAOTO,NAOTO,NAOTO,ROF-MAO,TRUE,FALSE,TRUE,,,TRUE,,https://www.youtube.com/live/JZ3sYu1WDC8?si=DFDw_rIVVkreDJcE&t=2277,,,FALSE,144,,https://rof-mao.lnk.to/momentum,https://youtu.be/X5S8OvbAONM?si=-VEQW0a7Ls7g2HF0,https://youtu.be/ThmEmUyq9PY?si=itj1k363PV46hIII,,,,,30,15,,30,,,,,5,,,,,,,20,5,2,30,20,100
Beyond the Frame,59,,,https://youtu.be/HhFQaZxJ3gk?si=hw86OpFjXpUh0yC8,https://youtu.be/HhFQaZxJ3gk?si=hw86OpFjXpUh0yC8,,2024/10/16,VΔLZ,Tayuto Nakasu、MEG(MEGMETAL),MEG(MEGMETAL),MEG(MEGMETAL),VΔLZ,TRUE,FALSE,FALSE,,,TRUE,,https://www.youtube.com/live/qdQtHY34W08?si=HVje_7sVdg0niAu5&t=65,,5周年,FALSE,180,,https://nex-tone.link/A00165279,,,,,10,,25,35,,,,,,,25,,,5,,,,,5,3,35,20,100
水の記憶,68,,,https://youtu.be/foWOfn1Nyjg?si=M3NCucX4cq_hWWlw,https://youtu.be/foWOfn1Nyjg?si=M3NCucX4cq_hWWlw,,2024/10/25,甲斐田晴,sabio/高村風太,sabio/高村風太,sabio/高村風太,個人(ソロ),TRUE,FALSE,TRUE,,,FALSE,,,,,FALSE,177,,https://linkco.re/CS6MN2F7,,,,,,,,,,,,15,30,,,,,5,25,20,5,,6,2,30,16.66666667,100
【Cover】ドライフラワー（弾き語り）,,,,https://youtube.com/shorts/Lt23lQypnXU?si=YC2EOiVTwJg3GdV6,https://youtube.com/shorts/Lt23lQypnXU?si=YC2EOiVTwJg3GdV6,,2024/10/27,天宮こころ、甲斐田晴,優里,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,https://www.youtube.com/live/qIGjhutbirQ?t=2309&si=wmzs4NlAUnGI6Exb,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
Budding!,78,,,https://youtu.be/-rSbRXK2sZc?si=OYH-LBI3ZEVp0HW2,https://youtu.be/-rSbRXK2sZc?si=OYH-LBI3ZEVp0HW2,,2024/11/27,月ノ美兎、伏見ガク、社築、フレン・E・ルスタリオ、甲斐田晴、栞葉るり,kz,kz,kz,全体曲,TRUE,FALSE,FALSE,,,FALSE,,,,,FALSE,155,,https://linktr.ee/nijisanji_music_he4rtbe4t,,,四季をコンセプトにした『HE4RT BE4T!』のうちの「春」の楽曲。,春楽曲「Budding!」サウンドディレクター：kz氏より「春って何かが始まる期待感もある一方で、何かが終わった後、そして周りの景色が変わることへの不安もそれなりに大きい季節だなぁと思います。馴染むまで時間がかかることもあるかもしれないけどなんやかんやでそのうち芽吹いて楽しくなってくるものでしょう。そんな曲、「Budding!」、よろしくお願いします。」,,,,,,40,10,20,,,,,,,,30,,,4,2,40,25,100
【Cover】オレンジ,122,,,https://youtu.be/wFcXjbGaHyA?si=K-UMB7TVPjlrWLYf,https://youtu.be/wFcXjbGaHyA?si=K-UMB7TVPjlrWLYf,,2024/11/28,VΔLZ,SPYAIR,-,-,歌ってみた,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,https://youtube.com/shorts/a5FACK_V068?si=1bew8REIBhMGDsTj,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】オレンジ（ソロver）,,,,https://youtube.com/shorts/fDvTUWhqUzY?si=PfGBkrZdcifwaiJ-,https://youtube.com/shorts/fDvTUWhqUzY?si=PfGBkrZdcifwaiJ-,,2024/12/03,VΔLZ（甲斐田晴）,SPYAIR,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】シザーハンズ,45,,,https://youtu.be/BF6xjNAIRp4?si=LATsMIgewuNeWXuq,https://youtu.be/BF6xjNAIRp4?si=LATsMIgewuNeWXuq,,2024/12/13,甲斐田晴,Nem,-,-,歌ってみた,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
